,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_penalty,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,1.248655652999878,0.23795147186256893,0.013420486450195312,0.005034495539264993,l1,{'penalty': 'l1'},0.9154988496130516,0.9140765530223802,0.9148713658230496,0.9183852750470612,0.9147423025435074,0.9155148692098101,0.0015046059693941682,2
1,0.9462210655212402,0.2414831662340277,0.010789728164672852,0.005982009497453692,l2,{'penalty': 'l2'},0.9154988496130516,0.9141183852750471,0.9149550303283832,0.9183852750470612,0.9147841365461847,0.9155483353619456,0.0014853581090235129,1
2,0.006924152374267578,0.0008992835542030666,0.0,0.0,elasticnet,{'penalty': 'elasticnet'},,,,,,,,3
